Wavenumber(cm^-1),2.0MLs101,2.0MLp101,2.0MLs010,2.0MLp010
3049.06036,2.674E-7,1.2478E-6,-4.837E-7,-3.343E-7
3050.98893,-8.65E-8,2.7178E-6,-1.2006E-6,-1.3915E-6
3052.91749,-6.982E-7,3.171E-6,-1.4397E-6,-1.5939E-6
3054.84606,-6.706E-7,3.1056E-6,-7.48E-7,-1.5949E-6
3056.77462,-4.305E-7,2.517E-6,1.047E-7,-1.0569E-6
3058.70318,-2.934E-7,9.138E-7,1.467E-7,-6.046E-7
3060.63175,3.871E-7,-2.0518E-6,-1.828E-7,-9.987E-7
3062.56031,1.2849E-6,-4.763E-6,2.61E-8,-1.0532E-6
3064.48888,1.757E-6,-5.3984E-6,5.966E-7,-2.001E-7
3066.41744,1.5026E-6,-4.6667E-6,1.2546E-6,-3.31E-8
3068.34601,3.271E-7,-3.5386E-6,1.9125E-6,-2.4625E-6
3070.27457,-7.706E-7,-2.1017E-6,2.1482E-6,-6.0058E-6
3072.20314,-9.375E-7,-9.306E-7,1.9091E-6,-6.3774E-6
3074.1317,-7.342E-7,2.71E-7,1.3968E-6,-2.6118E-6
3076.06026,-6.555E-7,2.3168E-6,9.829E-7,8.029E-7
3077.98883,-5.453E-7,3.7965E-6,9.772E-7,1.1289E-6
3079.91739,-2.147E-7,3.0892E-6,1.0431E-6,3.359E-7
3081.84596,2.371E-7,2.1903E-6,8.278E-7,-2.089E-7
3083.77452,9.019E-7,2.7997E-6,4.944E-7,-4.271E-7
3085.70309,1.6308E-6,3.4442E-6,3.625E-7,-9.209E-7
3087.63165,1.2767E-6,2.8658E-6,5.536E-7,-2.0808E-6
3089.56022,5.79E-8,9.355E-7,8.201E-7,-2.78E-6
3091.48878,-3.839E-7,-5.925E-7,1.0697E-6,-3.6869E-6
3093.41734,-3.63E-8,1.986E-7,1.3452E-6,-4.1906E-6
3095.34591,-7.9E-9,1.23E-7,1.573E-6,-2.6837E-6
3097.27447,-1.403E-7,-2.476E-6,1.3836E-6,-1.3607E-6
3099.20304,3.181E-7,-3.3193E-6,9.617E-7,-1.2064E-6
3101.1316,1.0035E-6,-1.8633E-6,1.0415E-6,-8.162E-7
3103.06017,8.606E-7,-8.904E-7,1.4093E-6,-1.39E-8
3104.98873,9.01E-8,7.23E-8,1.361E-6,1.5382E-6
3106.9173,-1.128E-7,1.6261E-6,1.0612E-6,2.5111E-6
3108.84586,4.352E-7,2.0333E-6,7.794E-7,2.037E-7
3110.77442,7.724E-7,1.922E-7,6.814E-7,-3.0076E-6
3112.70299,2.859E-7,-1.3763E-6,1.233E-6,-3.8614E-6
3114.63155,-3.592E-7,-2.207E-7,2.1363E-6,-3.3798E-6
3116.56012,-4.75E-8,1.5115E-6,2.8946E-6,-2.1355E-6
3118.48868,8.089E-7,2.4302E-6,3.4661E-6,1.571E-7
3120.41725,1.029E-6,2.3202E-6,3.3939E-6,1.8643E-6
3122.34581,5.519E-7,-3.301E-7,2.1554E-6,1.3494E-6
3124.27438,-1.959E-7,-3.3423E-6,6.01E-7,4.83E-8
3126.20294,-6.569E-7,-3.4712E-6,2.705E-7,-1.2349E-6
3128.1315,-2E-7,-1.9703E-6,6.503E-7,-3.0902E-6
3130.06007,4.813E-7,-1.2187E-6,9.93E-8,-3.2525E-6
3131.98863,2.196E-7,-1.636E-6,-7.746E-7,-1.2588E-6
3133.9172,-2.401E-7,-2.6648E-6,-3.442E-7,6.67E-7
3135.84576,7.65E-8,-3.5157E-6,9.466E-7,2.6861E-6
3137.77433,5.908E-7,-3.5228E-6,1.9314E-6,3.9817E-6
3139.70289,8.689E-7,-2.6024E-6,2.1283E-6,3.5049E-6
3141.63146,9.14E-7,-6.929E-7,1.8584E-6,2.742E-6
3143.56002,6.227E-7,1.4556E-6,1.7296E-6,2.0682E-6
3145.48858,5.5E-9,1.896E-6,1.1736E-6,1.5528E-6
3147.41715,-4.921E-7,2.343E-7,-2.775E-7,1.2601E-6
3149.34571,-1.885E-7,-2.5641E-6,-1.1832E-6,2.436E-7
3151.27428,-3.88E-8,-5.3869E-6,-6.107E-7,-8.61E-7
3153.20284,-5.45E-7,-6.9098E-6,2.34E-7,-9.01E-7
3155.13141,-5.178E-7,-6.466E-6,2.86E-7,1.265E-7
3157.05997,-1.458E-7,-5.0593E-6,-1.16E-7,6.603E-7
3158.98854,-1.175E-7,-4.4821E-6,-3.323E-7,-4.694E-7
3160.9171,-7.72E-8,-5.1309E-6,-2.356E-7,-1.4848E-6
3162.84566,-3.927E-7,-5.8382E-6,-5.85E-8,-1.7939E-6
3164.77423,-9.714E-7,-5.2642E-6,4.81E-8,-2.3337E-6
3166.70279,-8.598E-7,-3.1811E-6,4.537E-7,-1.9777E-6
3168.63136,-1.208E-7,-5.936E-7,9.418E-7,-1.564E-7
3170.55992,1.625E-7,4.972E-7,8.12E-7,8.011E-7
3172.48849,-4.714E-7,-2.182E-7,7.199E-7,-6.885E-7
3174.41705,-1.1268E-6,1.863E-7,1.648E-6,-2.6327E-6
3176.34562,-9.471E-7,1.3647E-6,2.5623E-6,-3.1505E-6
3178.27418,-4.104E-7,-1.69E-8,2.1881E-6,-2.6396E-6
3180.20274,-8.27E-8,-1.0847E-6,1.1373E-6,-2.7925E-6
3182.13131,2.331E-7,1.7297E-6,6.24E-7,-2.6463E-6
3184.05987,4.805E-7,4.5065E-6,9.919E-7,2.068E-7
3185.98844,3.933E-7,4.4219E-6,1.4949E-6,3.5986E-6
3187.917,1.115E-7,2.3901E-6,1.2548E-6,4.4867E-6
3189.84557,-6.16E-8,-1.5163E-6,6.153E-7,3.5288E-6
3191.77413,3.484E-7,-4.3786E-6,4.696E-7,1.4248E-6
3193.70269,1.3749E-6,-3.6576E-6,7.421E-7,-1.1872E-6
3195.63126,1.9471E-6,-1.1601E-6,6.063E-7,-2.0612E-6
3197.55982,1.3609E-6,3.303E-7,-1.057E-7,-7.181E-7
3199.48839,5.138E-7,-1.3583E-6,-8.482E-7,-1.671E-7
3201.41695,1.74E-7,-3.8056E-6,-1.3743E-6,-2.0495E-6
3203.34552,4.75E-8,-2.2137E-6,-1.6541E-6,-3.4804E-6
3205.27408,2.05E-8,1.9115E-6,-1.5197E-6,-2.3852E-6
3207.20265,2.21E-8,4.5372E-6,-1.0147E-6,-1.8907E-6
3209.13121,1.679E-7,5.2017E-6,-3.895E-7,-3.5315E-6
3211.05977,7.179E-7,4.0817E-6,2.983E-7,-4.3396E-6
3212.98834,9.183E-7,1.6023E-6,7.834E-7,-3.9324E-6
3214.9169,8.46E-7,8.201E-7,7.798E-7,-2.7997E-6
3216.84547,1.3658E-6,1.971E-6,5.1E-7,-5.597E-7
3218.77403,1.7835E-6,1.5944E-6,3.096E-7,-1.532E-7
3220.7026,1.0764E-6,-2.285E-7,1.56E-7,-1.3221E-6
3222.63116,-3.271E-7,-8.978E-7,-3.344E-7,-5.34E-8
3224.55973,-1.1184E-6,-2.194E-7,-1.1924E-6,5.825E-7
3226.48829,-8.764E-7,-1.402E-7,-1.7712E-6,-2.6816E-6
3228.41685,-3.593E-7,-8.691E-7,-1.7092E-6,-4.6923E-6
3230.34542,-1.496E-7,7.2E-8,-1.3135E-6,-3.5934E-6
3232.27398,3.69E-8,2.8335E-6,-9.317E-7,-3.7386E-6
3234.20255,6.268E-7,4.295E-6,-6.294E-7,-4.0346E-6
3236.13111,1.2253E-6,1.8643E-6,-7.77E-7,-1.1598E-6
3238.05968,1.0198E-6,-2.9566E-6,-1.4741E-6,2.6876E-6
3239.98824,2.9E-8,-5.1148E-6,-1.9813E-6,3.6276E-6
3241.91681,-6.463E-7,-3.4323E-6,-2.2492E-6,2.6509E-6
3243.84537,-7.016E-7,-7.466E-7,-2.6592E-6,4.4951E-6
3245.77393,-9.202E-7,2.6797E-6,-2.8247E-6,8.2406E-6
3247.7025,-1.4316E-6,7.0525E-6,-2.43E-6,8.1126E-6
3249.63106,-1.5802E-6,8.9801E-6,-1.7372E-6,5.3697E-6
3251.55963,-9.624E-7,6.0483E-6,-9.461E-7,4.4825E-6
3253.48819,4.016E-7,8.56E-7,-6.567E-7,3.1927E-6
3255.41676,1.7128E-6,-2.2631E-6,-1.4421E-6,-2.929E-7
3257.34532,1.9235E-6,-1.0474E-6,-2.2524E-6,-2.1585E-6
3259.27389,1.2327E-6,2.3172E-6,-2.0305E-6,-1.379E-6
3261.20245,6.828E-7,2.4772E-6,-1.6209E-6,-1.037E-7
3263.13101,6.238E-7,-1.8473E-6,-1.4686E-6,3.29E-8
3265.05958,3.49E-7,-6.9717E-6,-1.2407E-6,-1.8044E-6
3266.98814,-2.79E-8,-9.8837E-6,-1.1828E-6,-4.0059E-6
3268.91671,1.629E-7,-1.09004E-5,-1.2202E-6,-4.1302E-6
3270.84527,3.014E-7,-1.13059E-5,-1.1086E-6,-1.6413E-6
3272.77384,1.887E-7,-9.2822E-6,-7.824E-7,5.043E-7
3274.7024,6.703E-7,-4.6042E-6,-3.7E-8,-8.33E-7
3276.63097,9.109E-7,-2.6552E-6,5.336E-7,-2.8853E-6
3278.55953,3.605E-7,-5.2222E-6,3.154E-7,-2.0084E-6
3280.48809,3.092E-7,-6.9292E-6,-4.09E-8,-7.45E-7
3282.41666,1.0202E-6,-5.0353E-6,-8.13E-8,-2.5287E-6
3284.34522,1.2977E-6,-3.0129E-6,-2.826E-7,-4.074E-6
3286.27379,5.945E-7,-1.8135E-6,-1.3234E-6,-3.4221E-6
3288.20235,-3.928E-7,5.233E-7,-2.686E-6,-3.5606E-6
3290.13092,-8.853E-7,1.1883E-6,-3.1952E-6,-2.6562E-6
3292.05948,-1.0508E-6,-1.4963E-6,-2.9028E-6,6.83E-7
3293.98805,-1.1135E-6,-3.9154E-6,-2.222E-6,1.5633E-6
3295.91661,-8.078E-7,-3.9049E-6,-8.209E-7,-1.0862E-6
3297.84517,-7.52E-8,-3.3763E-6,3.695E-7,-2.4587E-6
3299.77374,5.481E-7,-3.5012E-6,6.321E-7,-9.78E-7
3301.7023,2.475E-7,-2.3096E-6,8.093E-7,2.15E-8
3303.63087,-9.425E-7,6.36E-8,5.811E-7,-1.6754E-6
3305.55943,-2.1657E-6,-4.26E-8,3.41E-8,-2.9377E-6
3307.488,-2.0856E-6,-3.4979E-6,7.11E-7,-3.539E-7
3309.41656,-3.966E-7,-5.0199E-6,1.7157E-6,2.0197E-6
3311.34513,8.774E-7,-1.627E-7,7.941E-7,5.154E-7
3313.27369,4.073E-7,6.3356E-6,-1.2311E-6,-1.0749E-6
3315.20225,-4.29E-7,6.9434E-6,-1.7265E-6,5.883E-7
3317.13082,-4.505E-7,9.192E-7,-4.714E-7,3.4277E-6
3319.05938,2.902E-7,-5.4641E-6,4.488E-7,2.5495E-6
3320.98795,8.828E-7,-6.9428E-6,-4.012E-7,-2.4576E-6
3322.91651,9.444E-7,-6.0183E-6,-2.1135E-6,-5.277E-6
3324.84508,7.175E-7,-5.603E-6,-2.0088E-6,-3.2459E-6
3326.77364,5.55E-7,-3.8712E-6,-3.16E-8,-7.245E-7
3328.7022,5.709E-7,-1.2227E-6,1.0118E-6,5.671E-7
3330.63077,3.379E-7,-7.738E-7,1.529E-7,1.6324E-6
3332.55933,-3.633E-7,-2.8955E-6,-7.25E-7,1.631E-7
3334.4879,-9.332E-7,-4.7076E-6,4.5E-8,-4.0492E-6
3336.41646,-1.1946E-6,-4.4661E-6,1.7902E-6,-6.4763E-6
3338.34503,-9.155E-7,-3.7821E-6,2.5321E-6,-4.1508E-6
3340.27359,9.5E-8,-3.9678E-6,1.8991E-6,-6.385E-7
3342.20216,1.1906E-6,-3.8761E-6,1.3296E-6,-5.806E-7
3344.13072,1.0691E-6,-2.582E-6,1.1893E-6,-1.7833E-6
3346.05928,-8.132E-7,-1.0753E-6,3.546E-7,-2.371E-6
3347.98785,-2.4982E-6,-1.1121E-6,-9.002E-7,-2.618E-6
3349.91641,-2.412E-6,-2.9683E-6,-1.3147E-6,-1.2197E-6
3351.84498,-1.5383E-6,-5.3525E-6,-1.2563E-6,4.37E-7
3353.77354,-9.009E-7,-4.3157E-6,-1.7105E-6,7.892E-7
3355.70211,-2.731E-7,1.3254E-6,-1.9342E-6,1.1689E-6
3357.63067,4.958E-7,5.7106E-6,-8.119E-7,2.7826E-6
3359.55924,9.057E-7,5.7342E-6,4.575E-7,3.2043E-6
3361.4878,1.039E-7,3.4467E-6,6.78E-8,6.307E-7
3363.41636,-1.4654E-6,-2.676E-7,-1.3559E-6,-1.9887E-6
3365.34493,-1.8477E-6,-4.5035E-6,-2.1201E-6,-3.4732E-6
3367.27349,-7.102E-7,-6.7815E-6,-1.6713E-6,-4.4883E-6
3369.20206,3.481E-7,-7.1051E-6,-2.559E-7,-4.4918E-6
3371.13062,7.429E-7,-7.6629E-6,1.0254E-6,-3.9007E-6
3373.05919,6.343E-7,-6.523E-6,1.5557E-6,-1.8411E-6
3374.98775,1.308E-7,-3.6711E-6,1.3518E-6,1.2362E-6
3376.91632,-1.969E-7,-3.6452E-6,9.403E-7,1.3671E-6
3378.84488,-1.595E-7,-4.8381E-6,9.481E-7,4.434E-7
3380.77344,-1.556E-7,-3.1257E-6,7.889E-7,2.4913E-6
3382.70201,-2.782E-7,-1.662E-7,6.874E-7,3.401E-6
3384.63057,-2.581E-7,1.7225E-6,2.1216E-6,2.34E-8
3386.55914,-2.732E-7,2.2503E-6,3.8331E-6,-3.9549E-6
3388.4877,-7.077E-7,1.1447E-6,3.4643E-6,-5.9229E-6
3390.41627,-9.535E-7,-4.348E-7,1.6332E-6,-6.669E-6
3392.34483,-6.056E-7,-3.686E-7,-4.78E-8,-3.7184E-6
3394.2734,-5.106E-7,1.3661E-6,-1.1577E-6,4.3024E-6
3396.20196,-4.365E-7,4.906E-6,-3.4725E-6,8.4844E-6
3398.13052,-1.244E-7,9.9537E-6,-6.5017E-6,3.4544E-6
3400.05909,4.82E-8,1.13353E-5,-5.7658E-6,-6.6191E-6
3401.98765,7.985E-7,5.9773E-6,-2.2145E-6,-1.74853E-5
3403.91622,1.5666E-6,6.55E-8,-5.15E-7,-2.10696E-5
3405.84478,8.421E-7,-4.258E-7,-1.9378E-6,-1.26006E-5
3407.77335,-4.669E-7,2.5889E-6,-5.9166E-6,-3.7108E-6
3409.70191,-5.655E-7,4.88E-6,-6.6861E-6,-2.1863E-6
3411.63048,8.78E-8,3.9533E-6,-1.4724E-6,3.3393E-6
3413.55904,-7.66E-8,-6.002E-7,1.6123E-6,1.42456E-5
3415.4876,-1.0661E-6,-4.5376E-6,-2.0125E-6,1.51477E-5
3417.41617,-1.2389E-6,-3.5443E-6,-4.5475E-6,8.5753E-6
3419.34473,-2.443E-7,-1.67E-7,6.3684E-6,9.7248E-6
3421.2733,3.591E-7,1.6629E-6,2.57887E-5,1.51367E-5
3423.20186,3.821E-7,1.316E-6,3.00934E-5,1.25042E-5
3425.13043,7.476E-7,-1.0711E-6,2.11499E-5,2.6584E-6
3427.05899,1.0481E-6,-3.5313E-6,1.9352E-5,-2.634E-6
3428.98756,8.248E-7,-4.6959E-6,1.65518E-5,7.6875E-6
3430.91612,2.978E-7,-3.8321E-6,4.6718E-6,2.27194E-5
3432.84468,2.255E-7,1.1414E-6,-3.1243E-6,1.80409E-5
3434.77325,8.104E-7,6.4027E-6,-3.3387E-6,3.2204E-6
3436.70181,9.026E-7,4.0862E-6,-1.0358E-6,5.1254E-6
3438.63038,5.484E-7,-5.8848E-6,-4.008E-7,1.21133E-5
3440.55894,2.476E-7,-1.24885E-5,-3.6798E-6,8.728E-7
3442.48751,-3.921E-7,-8.7815E-6,-7.0999E-6,-1.48941E-5
3444.41607,-6.532E-7,-2.531E-6,-6.8444E-6,-1.68862E-5
3446.34464,-2.42E-8,-3.771E-7,-3.0693E-6,-1.20804E-5
3448.2732,4.142E-7,-5.848E-7,-7.89E-8,-3.4381E-6
3450.20176,1.971E-7,-2.9658E-6,-1.5867E-6,9.4236E-6
3452.13033,-9.36E-8,-5.4944E-6,-4.5846E-6,1.28783E-5
3454.05889,-9.77E-8,-4.4475E-6,-2.9145E-6,-4.664E-7
3455.98746,7.66E-8,-3.9334E-6,2.5524E-6,-1.6762E-5
3457.91602,1.42E-7,-6.7951E-6,6.4398E-6,-2.12956E-5
3459.84459,-3.045E-7,-7.9777E-6,9.6974E-6,-2.31571E-5
3461.77315,-9.414E-7,-5.0932E-6,1.22557E-5,-3.06181E-5
3463.70171,-8.668E-7,-3.542E-7,8.6716E-6,-2.81495E-5
3465.63028,-1.688E-7,3.0104E-6,3.54E-7,-9.317E-6
3467.55884,1.355E-7,3.6006E-6,-5.5109E-6,1.33646E-5
3469.48741,5.19E-8,3.2503E-6,-8.3787E-6,3.08228E-5
3471.41597,7.33E-7,2.8301E-6,-9.9997E-6,3.56574E-5
3473.34454,1.8858E-6,1.5011E-6,-8.0137E-6,2.14963E-5
3475.2731,1.7191E-6,-8.038E-7,-3.8015E-6,8.55E-7
3477.20167,-1.38E-8,-2.6822E-6,-6.452E-7,-4.2679E-6
3479.13023,-1.0496E-6,-2.4486E-6,3.0942E-6,6.1628E-6
3481.05879,5.82E-8,7.905E-7,7.52E-6,1.21115E-5
3482.98736,1.4579E-6,4.1506E-6,8.8852E-6,6.916E-6
3484.91592,1.6003E-6,2.7329E-6,6.4595E-6,2.7264E-6
3486.84449,1.6366E-6,-1.4474E-6,3.3503E-6,2.3506E-6
3488.77305,1.9062E-6,-2.7493E-6,1.7551E-6,-2.1983E-6
3490.70162,1.4277E-6,-3.318E-7,2.2887E-6,-7.9597E-6
3492.63018,3.96E-8,4.2984E-6,3.6678E-6,-4.9522E-6
3494.55875,-1.438E-6,1.03336E-5,4.6564E-6,4.2611E-6
3496.48731,-1.97E-6,1.42234E-5,6.0037E-6,7.9314E-6
3498.41587,-1.6127E-6,1.234E-5,6.4171E-6,4.378E-6
3500.34444,-1.6233E-6,7.4852E-6,4.6391E-6,8.282E-7
3502.273,-2.954E-6,2.1632E-6,2.5919E-6,1.2111E-6
3504.20157,-4.7639E-6,-2.58E-7,1.4368E-6,4.2816E-6
3506.13013,-5.4213E-6,8.072E-6,6.502E-7,9.3357E-6
3508.0587,-4.7732E-6,2.11877E-5,3.216E-7,1.31981E-5
3509.98726,-3.5285E-6,2.31128E-5,1.42E-7,9.5885E-6
3511.91583,-2.0074E-6,1.23037E-5,-4.509E-7,3.9529E-6
3513.84439,-2.8307E-6,-2.041E-7,-8.521E-7,4.3286E-6
3515.77295,-8.1191E-6,-8.0823E-6,-1.1886E-6,5.0286E-6
3517.70152,-1.40408E-5,-1.69793E-5,-1.4984E-6,3.885E-7
3519.63008,-1.66015E-5,-2.69968E-5,-1.2833E-6,-5.4613E-6
3521.55865,-2.16209E-5,-3.02717E-5,-1.2619E-6,-6.5692E-6
3523.48721,-3.22392E-5,-4.08061E-5,-1.3607E-6,-4.145E-6
3525.41578,-2.84806E-5,-6.90545E-5,-1.0532E-6,-3.269E-6
3527.34434,-7.6206E-6,-7.45042E-5,-6.573E-7,-4.5808E-6
3529.27291,-6.48E-8,-2.93004E-5,8.43E-8,-7.3415E-6
3531.20147,1.1526E-6,9.5509E-6,3.372E-7,-9.6313E-6
3533.13003,2.05955E-5,-4.8364E-6,-1.2219E-6,-9.4293E-6
3535.0586,3.60701E-5,-2.1561E-5,-3.3731E-6,-8.7012E-6
3536.98716,2.69451E-5,-1.8569E-6,-4.3163E-6,-6.2712E-6
3538.91573,9.1522E-6,1.45916E-5,-4.1767E-6,-8.175E-7
3540.84429,1.2026E-6,7.5925E-6,-3.297E-6,1.7569E-6
3542.77286,2.8952E-6,6.123E-7,-2.3597E-6,-8.931E-7
3544.70142,1.2682E-6,6.274E-7,-2.4098E-6,-3.2821E-6
3546.62999,-6.6373E-6,-1.5977E-6,-2.3655E-6,-1.6705E-6
3548.55855,-9.5806E-6,-8.4503E-6,-1.2156E-6,6.63E-7
3550.48711,-5.5111E-6,-1.50509E-5,-6.687E-7,6.033E-7
3552.41568,-2.6767E-6,-1.16137E-5,-1.0486E-6,1.5011E-6
3554.34424,-1.1611E-6,2.7094E-6,-7.65E-8,2.4551E-6
3556.27281,9.071E-7,1.20888E-5,2.2138E-6,-5.174E-7
3558.20137,-2.205E-7,7.2315E-6,3.1342E-6,-2.986E-6
3560.12994,-2.7341E-6,-5.808E-7,2.4692E-6,-1.373E-6
3562.0585,-2.4212E-6,-1.1185E-6,2.436E-6,7.497E-7
3563.98707,-1.3672E-6,-4.498E-7,2.8647E-6,2.109E-6
3565.91563,-1.473E-6,-2.4438E-6,2.1062E-6,4.6196E-6
3567.84419,-1.4205E-6,-5.146E-7,1.0816E-6,5.4948E-6
3569.77276,-5.728E-7,3.0891E-6,1.4219E-6,1.078E-6
3571.70132,3.395E-7,5.881E-7,2.2241E-6,-4.2987E-6
3573.62989,7.316E-7,-5.6305E-6,1.5471E-6,-6.4613E-6
3575.55845,1.0951E-6,-9.2031E-6,-1.034E-7,-8.3524E-6
3577.48702,1.9877E-6,-8.8925E-6,-8.588E-7,-1.16381E-5
3579.41558,2.1918E-6,-6.0218E-6,-8.404E-7,-1.27547E-5
3581.34415,1.6008E-6,-2.1538E-6,-5.409E-7,-8.2578E-6
3583.27271,1.5157E-6,-7.245E-7,3.657E-7,-1.0631E-6
3585.20127,1.9446E-6,-1.7254E-6,1.0318E-6,1.7912E-6
3587.12984,1.8247E-6,-9.525E-7,5.654E-7,1.0602E-6
3589.0584,3.065E-7,7.528E-7,-1.016E-7,1.5789E-6
3590.98697,-1.5924E-6,3.46E-8,-2.034E-7,2.0069E-6
3592.91553,-1.6159E-6,-1.6059E-6,2.243E-7,3.3329E-6
3594.8441,4.5E-9,-1.6333E-6,1.0246E-6,6.9713E-6
3596.77266,1.3562E-6,-1.2227E-6,1.3936E-6,7.5742E-6
3598.70123,1.6727E-6,-9.008E-7,1.0445E-6,4.206E-6
3600.62979,1.0137E-6,4.742E-7,7.098E-7,2.7872E-6
3602.55835,-2.359E-7,6.669E-7,8.917E-7,4.9779E-6
3604.48692,-1.094E-6,-1.4943E-6,1.1263E-6,6.8419E-6
3606.41548,-9.245E-7,-2.7182E-6,7.976E-7,4.8419E-6
3608.34405,1.081E-7,-5.973E-7,5.36E-8,1.1924E-6
3610.27261,9.494E-7,2.4129E-6,4.38E-8,1.1013E-6
3612.20118,6.723E-7,1.5821E-6,1.0026E-6,3.2964E-6
3614.12974,-3.227E-7,-2.4889E-6,1.7835E-6,3.3827E-6
3616.0583,-8.86E-7,-3.4842E-6,2.1373E-6,3.406E-6
3617.98687,-2.893E-7,1.3442E-6,2.5457E-6,4.9671E-6
3619.91543,6.834E-7,4.8995E-6,2.8936E-6,2.7021E-6
3621.844,1.298E-6,1.6607E-6,2.4695E-6,-2.6421E-6
3623.77256,2.0793E-6,-2.95E-7,1.1931E-6,-2.8109E-6
3625.70113,2.8947E-6,4.4935E-6,8.972E-7,1.3686E-6
3627.62969,3.3097E-6,8.6466E-6,1.9871E-6,2.667E-6
3629.55826,3.2301E-6,6.1056E-6,2.4471E-6,7.051E-7
3631.48682,2.4417E-6,-8.884E-7,1.6833E-6,-1.1946E-6
3633.41538,1.2418E-6,-5.8325E-6,8.361E-7,-2.9347E-6
3635.34395,4.592E-7,-5.3462E-6,7.766E-7,-4.3953E-6
3637.27251,1.26E-7,-3.1169E-6,1.4473E-6,-3.9386E-6
3639.20108,-2.862E-7,-2.8564E-6,1.954E-6,-2.355E-6
3641.12964,-6.4E-7,-4.3064E-6,1.5002E-6,-6.119E-7
3643.05821,-2.731E-7,-5.7714E-6,4.274E-7,1.4392E-6
3644.98677,8.142E-7,-5.4664E-6,2.08E-7,3.1318E-6
3646.91534,1.7268E-6,-2.6613E-6,8.072E-7,4.3255E-6
3648.8439,1.9322E-6,-9.46E-8,6.364E-7,4.2582E-6
3650.77246,1.6506E-6,-1.651E-6,-7.562E-7,3.2169E-6
3652.70103,1.2993E-6,-5.5268E-6,-2.2174E-6,2.6476E-6
3654.62959,1.0052E-6,-8.4175E-6,-2.8253E-6,2.4602E-6
3656.55816,3.356E-7,-9.8215E-6,-2.4188E-6,2.4814E-6
3658.48672,-5.27E-7,-1.05496E-5,-1.2077E-6,1.191E-6
3660.41529,-9.573E-7,-1.29681E-5,2.09E-7,-1.5454E-6
3662.34385,-5.455E-7,-1.38366E-5,1.2055E-6,-2.547E-6
3664.27242,6.99E-7,-8.7536E-6,1.8086E-6,-1.3249E-6
3666.20098,1.8408E-6,-1.966E-6,2.2399E-6,1.2452E-6
3668.12954,2.299E-6,2.1536E-6,2.3781E-6,4.6371E-6
3670.05811,2.2189E-6,3.0753E-6,1.8706E-6,5.7518E-6
3671.98667,1.8238E-6,3.1055E-6,1.1217E-6,2.7296E-6
3673.91524,1.8331E-6,5.0741E-6,9.629E-7,-1.8989E-6
3675.8438,2.1898E-6,6.353E-6,1.2471E-6,-3.7599E-6
3677.77237,1.4821E-6,3.6741E-6,1.0446E-6,-1.3666E-6
3679.70093,-3.604E-7,-1.8718E-6,6.016E-7,1.5712E-6
3681.6295,-1.6446E-6,-5.4113E-6,5.819E-7,1.8769E-6
3683.55806,-1.5582E-6,-2.4771E-6,8.83E-7,1.0496E-6
3685.48662,-7.599E-7,3.8775E-6,8.623E-7,1.2155E-6
3687.41519,3.051E-7,6.4157E-6,2.962E-7,1.696E-7
3689.34375,4.986E-7,1.2674E-6,-2.322E-7,-4.4196E-6
3691.27232,-1.0198E-6,-6.9938E-6,-1.288E-7,-8.5397E-6
3693.20088,-2.64E-6,-9.5648E-6,2.906E-7,-8.4522E-6
3695.12945,-2.7215E-6,-6.167E-6,2.986E-7,-6.9862E-6
3697.05801,-1.8171E-6,-2.9713E-6,-5.744E-7,-7.4235E-6
3698.98658,-1.0524E-6,-1.6576E-6,-1.5846E-6,-8.0874E-6
3700.91514,-1.08E-6,-4.949E-7,-1.6536E-6,-5.3033E-6
3702.8437,-1.5794E-6,1.1513E-6,-8.353E-7,6.541E-7
3704.77227,-1.2903E-6,2.9233E-6,2.193E-7,5.0244E-6
3706.70083,4.04E-8,3.307E-6,6.223E-7,4.9666E-6
3708.6294,1.6063E-6,1.9066E-6,3.598E-7,3.0878E-6
3710.55796,2.6408E-6,5.628E-7,-1.412E-7,2.2897E-6
3712.48653,1.9408E-6,-5.529E-7,-1.0615E-6,2.1951E-6
3714.41509,6.57E-8,-8.542E-7,-1.9161E-6,3.0389E-6
3716.34366,-1.0015E-6,8.287E-7,-1.9303E-6,3.7296E-6
3718.27222,-8.643E-7,2.2099E-6,-1.3833E-6,6.245E-7
3720.20078,3.06E-7,1.8336E-6,-8.839E-7,-2.7988E-6
3722.12935,1.7764E-6,8.95E-8,-5.812E-7,-7.145E-7
3724.05791,1.8223E-6,-3.0656E-6,-2.965E-7,1.0292E-6
3725.98648,5.678E-7,-5.9695E-6,6.072E-7,-3.0772E-6
3727.91504,-4.177E-7,-8.3661E-6,1.9411E-6,-6.5691E-6
3729.84361,-6.202E-7,-1.09198E-5,2.2914E-6,-5.1379E-6
3731.77217,-1.358E-7,-9.2929E-6,1.2937E-6,-2.6263E-6
3733.70074,7.516E-7,-1.7476E-6,4.361E-7,-2.4848E-6
3735.6293,8.305E-7,4.3165E-6,3.543E-7,-3.9061E-6
3737.55786,-3.447E-7,4.7843E-6,3.212E-7,-4.0665E-6
3739.48643,-9.818E-7,3.6746E-6,6.388E-7,-3.3283E-6
3741.41499,2.438E-7,3.7114E-6,1.8663E-6,-4.0755E-6
3743.34356,2.1367E-6,2.1101E-6,2.4769E-6,-4.8655E-6
3745.27212,3.0707E-6,-4.2981E-6,1.9501E-6,-4.3055E-6
3747.20069,3.264E-6,-1.05187E-5,1.9885E-6,-4.6443E-6
